基隆市,台北市,新北市,桃園市,彰化縣,新竹市,新竹縣,苗栗縣,台中市,南投縣,雲林縣,嘉義縣,嘉義市,台南市,高雄市,屏東縣,宜蘭縣,花蓮縣,台東縣,金門縣,澎湖縣,連江縣
370,5503,4744,2811,1030,849,700,564,3220,466,545,378,352,1945,2906,674,492,400,247,68,96,23
