裝設金融機構代號,裝設金融機構名稱,裝設地點,裝設縣市,裝設地址
004,臺灣銀行,"士林分行",台北市,"台北市士林區中山北路六段197號"
004,臺灣銀行,"大同公司",台北市,"台北市中山區中山北路三段22號"
004,臺灣銀行,"大安分行",台北市,"台北市大安區敦化南路二段69號1樓"
004,臺灣銀行,"中山分行",台北市,"台北市中山區中山北路一段150號"
004,臺灣銀行,"中央健康保險局",台北市,"台北市大安區信義路三段140號1樓"
004,臺灣銀行,"中租迪合股份有限公司",台北市,"台北市內湖區瑞光路362號"
004,臺灣銀行,"中國輸出入銀行",台北市,"台北市中正區南海路3號7樓"
004,臺灣銀行,"中崙分行",台北市,"台北市松山區南京東路五段184號"
004,臺灣銀行,"中華電信大安園區",台北市,"台北市大安區信義路4段88號"
004,臺灣銀行,"中華電信公司仁愛綜合大樓",台北市,"台北市中正區杭州南路一段26號"
004,臺灣銀行,"中華電信公司東區營業處",台北市,"台北市信義區松仁路130號"
004,臺灣銀行,"中華電信公司博愛局區",台北市,"台北市中正區博愛路168號"
004,臺灣銀行,"中華電信台北營運處東門服務中心",台北市,"台北市大安區愛國東路35-1號"
004,臺灣銀行,"中華電信長途通信大樓",台北市,"台北市大安區愛國東路35號"
004,臺灣銀行,"中華電信電信大樓",台北市,"台北市中正區信義路一段21號"
004,臺灣銀行,"仁愛分行",台北市,"台北市中正區仁愛路二段99號"
004,臺灣銀行,"內湖分行",台北市,"台北市內湖區內湖路一段396號"
004,臺灣銀行,"公庫部",台北市,"台北市中正區貴陽街一段120號"
004,臺灣銀行,"公館分行",台北市,"台北市中正區羅斯福路四段120號"
004,臺灣銀行,"天母分行",台北市,"台北市士林區中山北路七段18號"
004,臺灣銀行,"文山分行",台北市,"台北市文山區羅斯福路六段218號"
004,臺灣銀行,"木柵分行",台北市,"台北市文山區新光路一段145號"
004,臺灣銀行,"世貿中心展覽大樓",台北市,"台北市信義區信義路五段5號1樓"
004,臺灣銀行,"世貿分行",台北市,"台北市信義區基隆路一段333號3樓"
004,臺灣銀行,"北投分行",台北市,"台北市北投區中央南路一段152號"
004,臺灣銀行,"北區電信局數據通信",台北市,"台北市中正區信義路一段21號"
004,臺灣銀行,"北區電信局營業廳",台北市,"台北市中正區仁愛路一段42號"
004,臺灣銀行,"北區電信局警衛室",台北市,"台北市中正區仁愛路一段42號"
004,臺灣銀行,"北機分行",台北市,"台北市松山區敦化北路340-9號"
004,臺灣銀行,"台北地方法院",台北市,"台北市中正區博愛路131號1樓"
004,臺灣銀行,"台北地院(二)",台北市,"台北市中正區博愛路131號2樓"
004,臺灣銀行,"台北花卉產銷公司",台北市,"台北市內湖區新湖三路28號"
004,臺灣銀行,"台北科技大學",台北市,"台北市大安區忠孝東路三段1號"
004,臺灣銀行,"台電簡易型分行",台北市,"台北市中正區羅斯福路3段242號1樓"
004,臺灣銀行,"台銀綜合證券公司",台北市,"台北市中正區重慶南路一段58號3樓"
004,臺灣銀行,"民生分行",台北市,"台北市松山區復興北路167號"
004,臺灣銀行,"民權分行-無人銀行",台北市,"台北市大同區承德路二段239號"
004,臺灣銀行,"民權分行營業廳",台北市,"台北市大同區承德路二段239號"
004,臺灣銀行,"民權分行-營業廳",台北市,"台北市大同區承德路二段239號"
004,臺灣銀行,"立法院中興大樓",台北市,"台北市中正區濟南路一段3-1號"
004,臺灣銀行,"行內",台北市,"台北市大安區愛國東路31號"
004,臺灣銀行,"行內",台北市,"台北市松山區敦化北路340-9號"
004,臺灣銀行,"行內",台北市,"台北市信義區松仁路3號3樓"
004,臺灣銀行,"行內無人銀行",台北市,"台北市文山區羅斯福路6段218號"
004,臺灣銀行,"行內無人銀行",台北市,"台北市南港區三重路66號2樓-2"
004,臺灣銀行,"行政院農業委員會",台北市,"台北市中正區南海路37號"
004,臺灣銀行,"和平分行",台北市,"台北市大安區和平東路一段180號"
004,臺灣銀行,"延平分行",台北市,"台北市大同區南京西路406號"
004,臺灣銀行,"忠孝分行-無人銀行",台北市,"台北市大安區敦化南路一段202號"
004,臺灣銀行,"東門簡易型分行",台北市,"台北市中正區東門里15鄰紹興南街21號"
004,臺灣銀行,"東湖分行",台北市,"台北市內湖區成功路五段458號"
004,臺灣銀行,"松山分行",台北市,"台北市信義區忠孝東路四段560號"
004,臺灣銀行,"松山分行-無人銀行",台北市,"台北市信義區忠孝東路四段560號"
004,臺灣銀行,"松江分行",台北市,"台北市中山區松江路115號"
004,臺灣銀行,"武昌分行",台北市,"台北市中正區武昌街一段49號"
004,臺灣銀行,"武昌分行後棟一樓",台北市,"台北市中正區武昌街一段49號"
004,臺灣銀行,"法務部",台北市,"台北市中正區重慶南路一段130號"
004,臺灣銀行,"金山分行",台北市,"台北市大安區金山南路二段189號"
004,臺灣銀行,"信安分行",台北市,"台北市大安區信義路三段132號"
004,臺灣銀行,"信義分行",台北市,"台北市大安區信義路二段88號"
004,臺灣銀行,"信義分行",台北市,"台北市大安區信義路二段88號2樓"
004,臺灣銀行,"南門分行",台北市,"台北市中正區南昌路一段120號"
004,臺灣銀行,"南港分行-無人銀行",台北市,"台北市南港區南港路二段95號"
004,臺灣銀行,"南港軟體園區分行",台北市,"台北市南港區三重路66號2樓之2"
004,臺灣銀行,"城中分行",台北市,"台北市中正區青島東路47號"
004,臺灣銀行,"時代國際飯店",台北市,"台北市信義區忠孝東路5段10號"
004,臺灣銀行,"動植物防檢局",台北市,"台北市中正區和平西路2段100號"
004,臺灣銀行,"國貿大樓",台北市,"台北市信義區基隆路一段333號1樓"
004,臺灣銀行,"國際電信局金山大樓",台北市,"台北市大安區金山南路二段52號"
004,臺灣銀行,"國際電信局通信大樓",台北市,"台北市大安區愛國東路31號"
004,臺灣銀行,"國際線出境櫃台",台北市,"台北市松山區敦化北路340-9號(國際線出境櫃台)"
004,臺灣銀行,"採購部無人銀行",台北市,"台北市中正區武昌街一段45號"
004,臺灣銀行,"敦化分行",台北市,"台北市松山區敦化北路205號"
004,臺灣銀行,"圓山分行",台北市,"台北市中山區林森北路577號"
004,臺灣銀行,"新湖分行",台北市,"台北市內湖區行愛路188號"
004,臺灣銀行,"萬華分行",台北市,"台北市萬華區貴陽街二段26號"
004,臺灣銀行,"經建會",台北市,"台北市中正區寶慶路3號"
004,臺灣銀行,"群賢分行",台北市,"台北市中正區中山南路1號"
004,臺灣銀行,"精英電腦股份有限公司",台北市,"台北市內湖區堤頂大道二段239號"
004,臺灣銀行,"臺北分行",台北市,"台北市中山區松江路80號"
004,臺灣銀行,"臺銀行員訓練所",台北市,"台北市士林區和平路10號"
004,臺灣銀行,"劍潭分行",台北市,"台北市士林區承德路四段174號"
004,臺灣銀行,"劍潭分行行內",台北市,"台北市士林區承德路4段174號"
004,臺灣銀行,"標準檢驗局",台北市,"台北市中正區濟南路一段4號"
004,臺灣銀行,"靜心小學",台北市,"台北市文山區興隆路2段46號"
004,臺灣銀行,"館前分行",台北市,"台北市中正區館前路49號"
004,臺灣銀行,"龍山分行",台北市,"台北市萬華區康定路380號"
004,臺灣銀行,"營業部(一)",台北市,"台北市中正區重慶南路一段120號"
004,臺灣銀行,"環保署",台北市,"台北市中正區中華路一段83號11樓"
004,臺灣銀行,"總統府",台北市,"台北市中正區重慶南路一段122號"
004,臺灣銀行,"關稅總局",台北市,"台北市大同區塔城街13號"
004,臺灣銀行,"警政署刑事警察局",台北市,"台北市信義區忠孝東路四段553巷5號"
004,臺灣銀行,"長庚醫院基隆分院",基隆市,"基隆市安樂區麥金路222號"
004,臺灣銀行,"財政部基隆關稅局六堵分局",基隆市,"基隆市七堵區南光街21號"
004,臺灣銀行,"基隆分行-無人銀行",基隆市,"基隆市中正區義一路16號"
004,臺灣銀行,"基隆長庚醫院情人湖院區",基隆市,"基隆市安樂區基金一路208巷200號"
004,臺灣銀行,"基隆港務局",基隆市,"基隆市仁愛區港西街6號1樓"
004,臺灣銀行,"基隆關稅局",基隆市,"基隆市仁愛區港西街6號2樓"
004,臺灣銀行,"三重分行",新北市,"新北市三重區重新路四段39號"
004,臺灣銀行,"土城分行",新北市,"新北市土城區中央路二段344號"
004,臺灣銀行,"中和分行-無人銀行",新北市,"新北市中和區中山路二段253號"
004,臺灣銀行,"中華電信公司板和營運處",新北市,"新北市永和區國光路8號"
004,臺灣銀行,"中華電信文山營運處",新北市,"新北市新店區北新路一段72號"
004,臺灣銀行,"五股分行",新北市,"新北市五股區中興路四段42號"
004,臺灣銀行,"五堵支關",新北市,"新北市汐止區大同路三段273號3樓"
004,臺灣銀行,"北府簡易型分行",新北市,"新北市板橋區中山路一段161號"
004,臺灣銀行,"台北港分行",新北市,"新北市八里區商港路123號2樓"
004,臺灣銀行,"台北縣稅捐稽徵處",新北市,"新北市板橋區中山路一段143號"
004,臺灣銀行,"台地法院新店大樓",新北市,"新北市新店區中興路一段248號1樓"
004,臺灣銀行,"汐止分行",新北市,"新北市汐止區大同路二段175號"
004,臺灣銀行,"行內",新北市,"新北市土城區中央路2段344號"
004,臺灣銀行,"行內",新北市,"新北市新莊區頭前路119號"
004,臺灣銀行,"板新分行",新北市,"新北市板橋區文化路一段268號"
004,臺灣銀行,"板橋分行",新北市,"新北市板橋區府中路21號"
004,臺灣銀行,"板橋電信訓練所",新北市,"新北市板橋區民族路168號"
004,臺灣銀行,"南新莊分行",新北市,"新北市新莊區中正路653號"
004,臺灣銀行,"淡水分行",新北市,"新北市淡水區中山路93號"
004,臺灣銀行,"連城分行",新北市,"新北市中和區建一路186號"
004,臺灣銀行,"華江分行",新北市,"新北市板橋區中山路一段293-2號"
004,臺灣銀行,"新北市政府",新北市,"新北市板橋區中山路1段161號地下一樓"
004,臺灣銀行,"新北市政府大樓地下1樓",新北市,"新北市板橋區中山路一段161號B1"
004,臺灣銀行,"新北市政府行政大樓1樓",新北市,"新北市板橋區中山路一段161號1樓"
004,臺灣銀行,"新北市議會",新北市,"新北市板橋區文化路二段166號"
004,臺灣銀行,"新永和分行",新北市,"新北市永和區仁愛路97號"
004,臺灣銀行,"新永和分行",新北市,"新北市永和區仁愛路97號1樓"
004,臺灣銀行,"新店分行",新北市,"新北市新店區寶中路45號"
004,臺灣銀行,"新店分行-無人銀行",新北市,"新北市新店區寶中路45號"
004,臺灣銀行,"新莊分行",新北市,"新北市新莊區新泰路85號"
004,臺灣銀行,"新莊國中",新北市,"新北市新莊區中正路211號"
004,臺灣銀行,"新莊電信局",新北市,"新北市新莊區中華路一段45號"
004,臺灣銀行,"臺灣新北地方法院",新北市,"新北市土城區金城路2段249號"
004,臺灣銀行,"樹林分行-無人銀行",新北市,"新北市樹林區文化街29號"
004,臺灣銀行,"營業廳",新北市,"新北市淡水區中山路93號"
004,臺灣銀行,"聯合報大樓",新北市,"新北市汐止區大同路一段369號1樓"
004,臺灣銀行,"蘆洲分行",新北市,"新北市蘆洲區三民路50號"
004,臺灣銀行,"中華電信宜蘭處",宜蘭縣,"宜蘭縣宜蘭市東港路46號"
004,臺灣銀行,"宜蘭分行",宜蘭縣,"宜蘭縣宜蘭市舊城南路50號"
004,臺灣銀行,"宜蘭地方法院",宜蘭縣,"宜蘭縣宜蘭市縣政西路1號"
004,臺灣銀行,"宜蘭地檢署",宜蘭縣,"宜蘭縣宜蘭市縣政西路3號"
004,臺灣銀行,"宜蘭縣政府",宜蘭縣,"宜蘭縣宜蘭市縣政北路1號"
004,臺灣銀行,"羅東分行",宜蘭縣,"宜蘭縣羅東鎮公正路93號"
004,臺灣銀行,"蘇澳分行",宜蘭縣,"宜蘭縣蘇澳鎮中山路一段97號"
004,臺灣銀行,"蘇澳港務局",宜蘭縣,"宜蘭縣蘇澳鎮港區路1號"
004,臺灣銀行,"北大路分行",新竹市,"新竹市東區民權路267號"
004,臺灣銀行,"新竹分行",新竹市,"新竹市林森路29號"
004,臺灣銀行,"新竹分行-無人銀行",新竹市,"新竹市林森路29號"
004,臺灣銀行,"新竹科學園區分行",新竹市,"新竹市新竹科學園區工業東六路5號2樓"
004,臺灣銀行,"新竹電信局",新竹市,"新竹市中正路105號"
004,臺灣銀行,"六家分行",新竹縣,"新竹縣竹北市光明六路東一段312號"
004,臺灣銀行,"竹北分行",新竹縣,"新竹縣竹北市光明六路16號"
004,臺灣銀行,"行外無人銀行",新竹縣,"新竹縣竹北市光明六路東1段312號"
004,臺灣銀行,"東元綜合醫院",新竹縣,"新竹縣竹北市縣政二路69號"
004,臺灣銀行,"新竹地方法院",新竹縣,"新竹縣竹北市興隆路二段265號1樓"
004,臺灣銀行,"新竹喜來登飯店",新竹縣,"新竹縣竹北市光明六路東一段265號"
004,臺灣銀行,"新竹縣政府",新竹縣,"新竹縣竹北市光明六路10號"
004,臺灣銀行,"中正二期航廈1樓入境大廳",桃園市,"桃園市大園區航站南路15號"
004,臺灣銀行,"中正二期航廈2樓入境大廳",桃園市,"桃園市大園區航站南路15號"
004,臺灣銀行,"中正二期航廈3樓出境大廳",桃園市,"桃園市大園區航站南路15號"
004,臺灣銀行,"中正二期航廈地下室辦公室",桃園市,"桃園市大園區埔心村航站南路15號"
004,臺灣銀行,"中正機場第一航廈1樓入境大廳",桃園市,"桃園市大園區埔心村航站南路15號"
004,臺灣銀行,"中正機場第一航廈1樓出境大廳",桃園市,"桃園市大園區埔心村航站南路15號"
004,臺灣銀行,"中正機場第一航廈出境地下室行內",桃園市,"桃園市大園區埔心村航站南路15號地下室"
004,臺灣銀行,"中華電信研究所",桃園市,"桃園市楊梅區民族路五段551巷12號"
004,臺灣銀行,"中壢分行",桃園市,"桃園市中壢區延平路580號"
004,臺灣銀行,"內壢分行",桃園市,"桃園市中壢區興農路125號"
004,臺灣銀行,"台北關稅局",桃園市,"桃園市大園區埔心村航站南路15號"
004,臺灣銀行,"平鎮分行",桃園市,"桃園市平鎮區環南路二段11號"
004,臺灣銀行,"永儲公司",桃園市,"桃園市大園區建國路161號"
004,臺灣銀行,"東桃園分行",桃園市,"桃園市桃園區經國路300號"
004,臺灣銀行,"林口分行",桃園市,"桃園市龜山區復興一路368號"
004,臺灣銀行,"南崁分行",桃園市,"桃園市蘆竹區南崁路一段81號"
004,臺灣銀行,"建國分行",桃園市,"桃園市中壢區健行路169號"
004,臺灣銀行,"桃園分行",桃園市,"桃園市桃園區中正路46號"
004,臺灣銀行,"桃園分行-無人銀行",桃園市,"桃園市桃園區中正路46號"
004,臺灣銀行,"桃園國際機場一航廈3樓境外管制區",桃園市,"桃園市大園區航站南路15號3樓(一航廈3樓境外管制區)"
004,臺灣銀行,"桃園國際機場分行",桃園市,"桃園市大園區航站南路15號"
004,臺灣銀行,"桃園機場一航廈出境3樓",桃園市,"桃園市大園區航站南路15號3樓"
004,臺灣銀行,"桃興分行",桃園市,"桃園市桃園區延平路28-8號"
004,臺灣銀行,"航空警察局(中正國際機場)",桃園市,"桃園市大園區航勤北路27號"
004,臺灣銀行,"新明分行",桃園市,"桃園市中壢區新明路7號"
004,臺灣銀行,"新明分行行內",桃園市,"桃園市中壢區新明路7號"
004,臺灣銀行,"遠翔航空貨運公司",桃園市,"桃園市蘆竹區濱海路一段218號"
004,臺灣銀行,"遠雄航空自由貿易港區",桃園市,"桃園市大園區航翔路7號"
004,臺灣銀行,"衛福部桃園醫院",桃園市,"桃園市桃園區中山路1492號"
004,臺灣銀行,"龍潭分行",桃園市,"桃園市龍潭區東龍路142號"
004,臺灣銀行,"中華電信苗栗營運處",苗栗縣,"苗栗縣苗栗市愛國路1號"
004,臺灣銀行,"苗栗分行",苗栗縣,"苗栗縣苗栗市中正路510號"
004,臺灣銀行,"苗栗地方法院",苗栗縣,"苗栗縣苗栗市中正路1149號1樓"
004,臺灣銀行,"苗栗縣政府",苗栗縣,"苗栗縣苗栗市縣府路120號"
004,臺灣銀行,"衛福部苗栗醫院",苗栗縣,"苗栗縣苗栗市為公路747號"
004,臺灣銀行,"頭份分行",苗栗縣,"苗栗縣頭份市中正路65號"
004,臺灣銀行,"頭份分行-無人銀行",苗栗縣,"苗栗縣頭份市中正路65號"
004,臺灣銀行,"聯合商專",苗栗縣,"苗栗縣苗栗市恭敬里聯大1號"
004,臺灣銀行,"上銀科技股份有限公司",台中市,"台中市南屯區精科路7號"
004,臺灣銀行,"大甲分行",台中市,"台中市大甲區民生路61號"
004,臺灣銀行,"大里分行",台中市,"台中市大里區國光路二段481號"
004,臺灣銀行,"大雅分行",台中市,"台中市大雅區中清路三段1080號"
004,臺灣銀行,"大銀微系統公司",台中市,"台中市南屯區精科中路6號"
004,臺灣銀行,"中台醫專",台中市,"台中市北屯區?子巷11號"
004,臺灣銀行,"中科分行",台中市,"台中市大雅區中科路6號2樓之5之6"
004,臺灣銀行,"中部國際機場",台中市,"台中市沙鹿區中航路一段168號"
004,臺灣銀行,"中港分行-無人銀行",台中市,"台中市梧棲區四維路2號"
004,臺灣銀行,"中華電信中區分公司",台中市,"台中市大里區大智路727號"
004,臺灣銀行,"中華電信南台中營運處",台中市,"台中市西區市府路37號"
004,臺灣銀行,"公賣局台中酒廠",台中市,"台中市西屯區工業區二十八路2號"
004,臺灣銀行,"太平分行",台中市,"台中市太平區中興東路146號"
004,臺灣銀行,"水湳分行",台中市,"台中市北屯區崇德路二段416號"
004,臺灣銀行,"水湳分行-無人銀行",台中市,"台中市北屯區崇德路二段416號"
004,臺灣銀行,"北臺中分行",台中市,"台中市北區進化北路369號1樓"
004,臺灣銀行,"台中工業區分行",台中市,"台中市西屯區工業區一路196號"
004,臺灣銀行,"台中分行營業廳",台中市,"台中市西區自由路一段140號"
004,臺灣銀行,"台中市政府陽明大樓",台中市,"台中市豐原區陽明街36號"
004,臺灣銀行,"台中市豐原區公所",台中市,"台中市豐原區市政路2號"
004,臺灣銀行,"台中科學博物館",台中市,"台中市北區館前路1號"
004,臺灣銀行,"台中港酒店",台中市,"台中市梧棲區大智路2段388號"
004,臺灣銀行,"台中縣稅捐稽徵處",台中市,"台中市豐原區中山路219號"
004,臺灣銀行,"台電台中供電營運處",台中市,"台中市霧峰區甲寅村民生路193號"
004,臺灣銀行,"台灣省咨議會",台中市,"台中市霧峰區中正路734號"
004,臺灣銀行,"台灣康寧顯示玻璃(股)公司台中分公司",台中市,"台中市西屯區科園路1號"
004,臺灣銀行,"行內",台中市,"台中市西屯區工業區一路196號"
004,臺灣銀行,"行內",台中市,"台中市西屯區台灣大道3段99號1樓"
004,臺灣銀行,"行內",台中市,"台中市西屯區青海路2段41號"
004,臺灣銀行,"西屯分行",台中市,"台中市西屯區青海路二段41號"
004,臺灣銀行,"林新綜合醫院",台中市,"台中市南屯區惠中路三段36號"
004,臺灣銀行,"林新綜合醫院",台中市,"台中市烏日區榮和路168號"
004,臺灣銀行,"海關大樓收稅處",台中市,"台中市梧棲區中棲路三段2號"
004,臺灣銀行,"健行分行",台中市,"台中市中區台灣大道一段276號"
004,臺灣銀行,"國立台中教育大學",台中市,"台中市西區民生路140號"
004,臺灣銀行,"教育部中部辦公室",台中市,"台中市霧峰區中正路738-4號"
004,臺灣銀行,"梧棲分行",台中市,"台中市梧棲區建五路2號(中港加工出口區)"
004,臺灣銀行,"通豪大飯店",台中市,"台中市北區大雅路431號"
004,臺灣銀行,"復興分行",台中市,"台中市東區復興路四段102號"
004,臺灣銀行,"順天商業大樓",台中市,"台中市西屯區文心路2段201號"
004,臺灣銀行,"漢翔航空公司",台中市,"台中市西屯區漢翔路1號"
004,臺灣銀行,"臺中分行",台中市,"台中市西區自由路1段140號"
004,臺灣銀行,"臺中分行",台中市,"台中市西區自由路一段140號"
004,臺灣銀行,"臺中市地方稅務局文心分局",台中市,"台中市西屯區文心路2段99號1樓"
004,臺灣銀行,"臺中市老虎城購物中心",台中市,"台中市西屯區河南路3段120號B2"
004,臺灣銀行,"臺中市議會",台中市,"台中市西屯區市政北一路56號"
004,臺灣銀行,"臺中科學園區分行",台中市,"台中市大雅區中科路6號2樓之5"
004,臺灣銀行,"臺中新市政大樓1樓",台中市,"台中市西屯區台灣大道3段99號"
004,臺灣銀行,"臺中精密園區分行",台中市,"台中市南屯區精科東路17號2F"
004,臺灣銀行,"臺灣高等法院台中分院",台中市,"台中市南區五權南路99號1樓"
004,臺灣銀行,"德芳分行",台中市,"台中市大里區德芳路一段63號"
004,臺灣銀行,"潭子分行",台中市,"台中市潭子區建國路1號"
004,臺灣銀行,"黎明分行-無人銀行",台中市,"台中市南屯區大業路607號"
004,臺灣銀行,"豐原分行",台中市,"台中市豐原區中正路302號"
004,臺灣銀行,"豐原分行-無人銀行",台中市,"台中市豐原區中正路302號"
004,臺灣銀行,"霧峰分行",台中市,"台中市霧峰區中正路838號"
004,臺灣銀行,"大業大學行政大樓",彰化縣,"彰化縣大村鄉學府路168號"
004,臺灣銀行,"大葉大學工學大樓",彰化縣,"彰化縣大村鄉學府路168號"
004,臺灣銀行,"中華電信員林營業處",彰化縣,"彰化縣員林市員東路二段498號"
004,臺灣銀行,"昭輝實業股份有限公司",彰化縣,"彰化縣鹿港鎮鹿工南三路7號"
004,臺灣銀行,"員林分行",彰化縣,"彰化縣員林市民生路63號"
004,臺灣銀行,"財團法人彰濱秀傳紀念醫院",彰化縣,"彰化縣鹿港鎮鹿工路6號"
004,臺灣銀行,"鹿港分行",彰化縣,"彰化縣鹿港鎮鹿工路2號"
004,臺灣銀行,"鹿港國中",彰化縣,"彰化縣福興鄉復興路78號"
004,臺灣銀行,"鹿港鎮地政事務所",彰化縣,"彰化縣鹿港鎮民權路152號"
004,臺灣銀行,"彰化分行-無人銀行",彰化縣,"彰化縣彰化市成功路130號"
004,臺灣銀行,"彰化戶政事務所",彰化縣,"彰化縣彰化市中興路100號"
004,臺灣銀行,"彰化秀傳醫院",彰化縣,"彰化縣彰化市中山路一段542號"
004,臺灣銀行,"彰化縣政府",彰化縣,"彰化縣彰化市中山路二段416號"
004,臺灣銀行,"彰化縣員林地政事務所",彰化縣,"彰化縣員林市大同路1段318號"
004,臺灣銀行,"彰化縣稅捐處",彰化縣,"彰化縣彰化市中山路二段187號"
004,臺灣銀行,"衛福部彰化醫院",彰化縣,"彰化縣埔心鄉舊館村中正路2段80號"
004,臺灣銀行,"中興新村分行",南投縣,"南投縣南投市光華路11號"
004,臺灣銀行,"地方行政研習中心",南投縣,"南投縣南投市光明路1號"
004,臺灣銀行,"行政院農糧署",南投縣,"南投縣南投市光華路8號"
004,臺灣銀行,"南投分行-無人銀行",南投縣,"南投縣南投市復興路101號"
004,臺灣銀行,"南投地方法院",南投縣,"南投縣南投市中興路757號"
004,臺灣銀行,"埔里分行",南投縣,"南投縣埔里鎮東榮路112號"
004,臺灣銀行,"衛福部南投醫院",南投縣,"南投縣南投市復興路478號"
004,臺灣銀行,"環隆電氣(股)公司",南投縣,"南投縣草屯鎮太平路一段351巷135號"
004,臺灣銀行,"行內營業廳",嘉義市,"嘉義市中興路353號"
004,臺灣銀行,"私立大同技術學院",嘉義市,"嘉義市彌陀路253號"
004,臺灣銀行,"法務部行政執行署嘉義分署",嘉義市,"嘉義市中山路96號"
004,臺灣銀行,"華南商職",嘉義市,"嘉義市光彩街69號"
004,臺灣銀行,"嘉北分行",嘉義市,"嘉義市忠孝路602號"
004,臺灣銀行,"嘉南分行",嘉義市,"嘉義市中興路353號"
004,臺灣銀行,"嘉義分行",嘉義市,"嘉義市中山路306號"
004,臺灣銀行,"嘉義市政府",嘉義市,"嘉義市中山路199號"
004,臺灣銀行,"嘉義法院簡易法庭",嘉義市,"嘉義市文化路308-1號"
004,臺灣銀行,"衛福部嘉義醫院",嘉義市,"嘉義市北港路312號"
004,臺灣銀行,"營業廳",嘉義市,"嘉義市中山路306號"
004,臺灣銀行,"中正大學",嘉義縣,"嘉義縣民雄鄉大學路一段168號"
004,臺灣銀行,"太保分行",嘉義縣,"嘉義縣太保市祥和新村祥和一路東段2號"
004,臺灣銀行,"嘉義縣政府",嘉義縣,"嘉義縣太保市祥和一路東段1號"
004,臺灣銀行,"嘉義縣稅捐處",嘉義縣,"嘉義縣太保市祥和二路東段5號"
004,臺灣銀行,"斗六分行-無人銀行",雲林縣,"雲林縣斗六市文化路27號"
004,臺灣銀行,"旭硝子發殷科技公司",雲林縣,"雲林縣斗六市科技工業區科工7路8號"
004,臺灣銀行,"旭硝子發般股份有限公司",雲林縣,"雲林縣斗六市科工八路8號"
004,臺灣銀行,"虎尾分行",雲林縣,"雲林縣虎尾鎮林森路二段369號"
004,臺灣銀行,"雲林科技大學",雲林縣,"雲林縣斗六市大學路三段123號"
004,臺灣銀行,"雲林縣政府",雲林縣,"雲林縣斗六市雲林路二段515號"
004,臺灣銀行,"雲林縣政府(多功能)",雲林縣,"雲林縣斗六市雲林路二段515號"
004,臺灣銀行,"福懋興業公司",雲林縣,"雲林縣斗六市石榴路317號"
004,臺灣銀行,"環球技院嘉東校區",雲林縣,"雲林縣斗六市鎮南路1221號"
004,臺灣銀行,"仁德分行",台南市,"台南市仁德區中正路二段899號"
004,臺灣銀行,"六甲頂分行",台南市,"台南市永康區中正南路41號"
004,臺灣銀行,"台南分行-無人銀行",台南市,"台南市中西區府前路一段155號"
004,臺灣銀行,"台南市政府",台南市,"台南市安平區永華路二段6號"
004,臺灣銀行,"台南市政府民治市政中心",台南市,"台南市新營區民治路36號"
004,臺灣銀行,"台灣康寧顯示玻璃股份有限公司",台南市,"台南市善化區環東路二段33號"
004,臺灣銀行,"永康分行-無人銀行",台南市,"台南市永康區小東路513號"
004,臺灣銀行,"安平分行",台南市,"台南市中西區中正路240號"
004,臺灣銀行,"安南分行",台南市,"台南市安南區安和路二段298號"
004,臺灣銀行,"行內(保安警察南科分隊)",台南市,"台南市新市區南科三路15號1樓"
004,臺灣銀行,"奇美醫院柳營分院",台南市,"台南市柳營區太康村201號"
004,臺灣銀行,"南茂科技股份有限公司",台南市,"台南市新市區南科七路5號"
004,臺灣銀行,"南都分行",台南市,"台南市中西區忠義路二段180號"
004,臺灣銀行,"財團法人奇美醫院",台南市,"台南市永康區中華路901號"
004,臺灣銀行,"新營分行-無人銀行",台南市,"台南市新營區中正路10號"
004,臺灣銀行,"臺南分行",台南市,"台南市中西區府前路一段155號"
004,臺灣銀行,"臺南分行營業廳",台南市,"台南市中西區府前路一段155號"
004,臺灣銀行,"臺南創新園區分行",台南市,"台南市安南區科技公園大道18號"
004,臺灣銀行,"三民分行-無人銀行",高雄市,"高雄市三民區九如二路567號"
004,臺灣銀行,"三多分行",高雄市,"高雄市苓雅區新光路142號"
004,臺灣銀行,"大昌分行",高雄市,"高雄市三民區九如一路540號"
004,臺灣銀行,"小港分行",高雄市,"高雄市小港區宏平路410號"
004,臺灣銀行,"中庄分行",高雄市,"高雄市大寮區鳳屏一路339號"
004,臺灣銀行,"中華電信高雄營運處",高雄市,"高雄市三民區大昌二路28號"
004,臺灣銀行,"五甲分行",高雄市,"高雄市鳳山區五甲二路168號"
004,臺灣銀行,"五福分行",高雄市,"高雄市苓雅區四維二路52號"
004,臺灣銀行,"仁武分行",高雄市,"高雄市仁武區八德南路139號"
004,臺灣銀行,"北高雄分行",高雄市,"高雄市左營區博愛二路106號"
004,臺灣銀行,"台電南部電廠",高雄市,"高雄市前鎮區成功二路5號"
004,臺灣銀行,"台電高屏供電處",高雄市,"高雄市三民區康平街192號"
004,臺灣銀行,"左營分行",高雄市,"高雄市左營區左營大路19號"
004,臺灣銀行,"成功分行",高雄市,"高雄市苓雅區成功一路261號"
004,臺灣銀行,"行內",高雄市,"高雄市左營區博愛二路106號"
004,臺灣銀行,"行內",高雄市,"高雄市楠梓區楠梓路201號"
004,臺灣銀行,"行內無人銀行",高雄市,"高雄市楠梓區楠梓路201號"
004,臺灣銀行,"行內營業廳",高雄市,"高雄市鳳山區曹公路20號"
004,臺灣銀行,"岡山分行",高雄市,"高雄市岡山區壽天路16號"
