裝設金融機構代號,裝設金融機構名稱,裝設地點,裝設縣市,裝設地址
807,永豐商業銀行,"萊爾富北市興隆店",台北市,"台北市文山區興隆路二段203巷16號"
807,永豐商業銀行,"萊爾富北市雙連店",台北市,"台北市中山區民生西路62號"
807,永豐商業銀行,"萊爾富北市羅捷店",台北市,"台北市大安區羅斯福路三段297號"
807,永豐商業銀行,"萊爾富北市羅斯福店",台北市,"台北市大安區羅斯福路二段75之1號"
807,永豐商業銀行,"萊爾富北市寶德店",台北市,"台北市松山區南京東路五段61、63號"
807,永豐商業銀行,"萊爾富北市權湖店",台北市,"台北市內湖區民權東路六段58號"
807,永豐商業銀行,"新湖分行",台北市,"台北市內湖區瑞光路8號"
807,永豐商業銀行,"萬華分行",台北市,"台北市萬華區康定路288號1樓"
807,永豐商業銀行,"臺北漁產(一)",台北市,"台北市萬華區萬大路531號"
807,永豐商業銀行,"臺北漁產(二)",台北市,"台北市萬華區萬大路531號"
807,永豐商業銀行,"艋舺龍山寺",台北市,"台北市萬華區廣州街211號"
807,永豐商業銀行,"德惠分行",台北市,"台北市中山區德惠街16之5號"
807,永豐商業銀行,"興隆分行",台北市,"台北市文山區興隆路二段49至59號"
807,永豐商業銀行,"龍江分行",台北市,"台北市中山區龍江路407號1樓"
807,永豐商業銀行,"濟南路分行",台北市,"台北市中正區濟南路二段39號1樓"
807,永豐商業銀行,"營業部",台北市,"台北市中山區南京東路三段36號"
807,永豐商業銀行,"雙園分行",台北市,"台北市萬華區東園街58號1樓"
807,永豐商業銀行,"蘭雅分行",台北市,"台北市士林區德行東路183號1樓"
807,永豐商業銀行,"基隆分行",基隆市,"基隆市中正區義一路2號1樓"
807,永豐商業銀行,"萊爾富基隆百福店",基隆市,"基隆市七堵區百五街43號、福二街206號"
807,永豐商業銀行,"三井outlet park(七)",新北市,"新北市林口區文化三路一段368號"
807,永豐商業銀行,"三井outlet park(八)",新北市,"新北市林口區文化三路一段368號"
807,永豐商業銀行,"三和分行",新北市,"新北市三重區重新路二段18號"
807,永豐商業銀行,"三重分行",新北市,"新北市三重區忠孝路二段80號"
807,永豐商業銀行,"三重果菜市場(三)",新北市,"新北市三重區中正北路111號"
807,永豐商業銀行,"三重果菜市場(五)",新北市,"新北市三重區中正北路111號"
807,永豐商業銀行,"三重果菜市場(六)",新北市,"新北市三重區中正北路111號"
807,永豐商業銀行,"三重果菜市場(四)",新北市,"新北市三重區中正北路111號"
807,永豐商業銀行,"三商大美超市",新北市,"新北市新店區安和路二段141號"
807,永豐商業銀行,"三商大美超市二店",新北市,"新北市新店區安康路二段120號"
807,永豐商業銀行,"三商大美超市三店",新北市,"新北市土城區中州路28巷30號"
807,永豐商業銀行,"土城分行",新北市,"新北市土城區中央路二段223之5號1樓"
807,永豐商業銀行,"大潤發土城店",新北市,"新北市土城區永安街25號"
807,永豐商業銀行,"大潤發景平店(二)",新北市,"新北市中和區景平路182號B2"
807,永豐商業銀行,"中和分行",新北市,"新北市永和區中正路51號1樓"
807,永豐商業銀行,"中港分行",新北市,"新北市新莊區中港路399號1樓"
807,永豐商業銀行,"中興分行",新北市,"新北市三重區新興路44號1樓"
807,永豐商業銀行,"五股分行",新北市,"新北市五股區工商路84號1樓"
807,永豐商業銀行,"世佳電器公司",新北市,"新北市新莊區民安路387巷30號"
807,永豐商業銀行,"世紀登豐大樓",新北市,"新北市三重區重新路五段646號"
807,永豐商業銀行,"北三重分行",新北市,"新北市三重區自強路四段83號1樓"
807,永豐商業銀行,"北新分行",新北市,"新北市新店區北新路二段260號"
807,永豐商業銀行,"正義分行",新北市,"新北市三重區正義北路343號1樓"
807,永豐商業銀行,"民安分行",新北市,"新北市新莊區民安東路47號1樓"
807,永豐商業銀行,"永和分行",新北市,"新北市永和區永和路二段47號1樓"
807,永豐商業銀行,"永豐金證券三重分公司",新北市,"新北市三重區重陽路一段1號3樓"
807,永豐商業銀行,"永豐金證券中和分公司",新北市,"新北市中和區中和路370號1樓"
807,永豐商業銀行,"永豐金證券板盛分公司",新北市,"新北市板橋區中山路一段180號2樓"
807,永豐商業銀行,"永豐金證券板新分公司",新北市,"新北市板橋區文化路二段246號1F"
807,永豐商業銀行,"永豐金證券板橋分公司",新北市,"新北市板橋區中山路一段48號4樓"
807,永豐商業銀行,"永豐金證券新莊分公司",新北市,"新北市新莊區中港路338號1樓"
807,永豐商業銀行,"永豐紙業土城廠",新北市,"新北市土城區中央路一段365巷7號"
807,永豐商業銀行,"生物技術開發中心",新北市,"新北市汐止區康寧街169巷101號"
807,永豐商業銀行,"光復分行",新北市,"新北市中和區連城路246之2號1樓、2樓"
807,永豐商業銀行,"安泰登峰大廈",新北市,"新北市淡水區中正東路2段27號"
807,永豐商業銀行,"江子翠分行",新北市,"新北市板橋區雙十路二段6號之12一樓"
807,永豐商業銀行,"汐止分行",新北市,"新北市汐止區大同路二段508號"
807,永豐商業銀行,"汐止區公所",新北市,"新北市汐止區新台五路一段268號"
807,永豐商業銀行,"汐止樟樹分行",新北市,"新北市汐止區中興路89號1樓"
807,永豐商業銀行,"竹圍分行",新北市,"新北市淡水區民族路31之15號1樓"
807,永豐商業銀行,"西盛分行",新北市,"新北市新莊區後港一路61號1樓"
807,永豐商業銀行,"東板橋分行",新北市,"新北市板橋區中山路二段147號"
807,永豐商業銀行,"林口忠孝分行",新北市,"新北市林口區忠孝路403號1、2樓"
807,永豐商業銀行,"林口高爾夫球場",新北市,"新北市林口區湖北村後湖路50-1號"
807,永豐商業銀行,"板新分行",新北市,"新北市板橋區民權路186號"
807,永豐商業銀行,"板橋分行",新北市,"新北市板橋區府中路23號1樓"
807,永豐商業銀行,"板橋民族分行",新北市,"新北市板橋區民族路183號1、2樓"
807,永豐商業銀行,"板橋忠孝分行",新北市,"新北市板橋區重慶路198號"
807,永豐商業銀行,"板橋忠孝分行",新北市,"新北市板橋區重慶路198號1、2樓"
807,永豐商業銀行,"板橋果菜市場(一)",新北市,"新北市板橋區板城路1000號"
807,永豐商業銀行,"板橋果菜市場(二)",新北市,"新北市板橋區板城路1000號"
807,永豐商業銀行,"南三重分行",新北市,"新北市三重區中正北路400號1樓"
807,永豐商業銀行,"南蘆洲分行",新北市,"新北市蘆洲區長安街203號1樓"
807,永豐商業銀行,"思源分行",新北市,"新北市新莊區化成路540之1號"
807,永豐商業銀行,"重新分行",新北市,"新北市三重區重新路五段527號1樓"
807,永豐商業銀行,"家樂福樹林店",新北市,"新北市樹林區大安路118號"
807,永豐商業銀行,"泰山分行",新北市,"新北市泰山區明志路二段416號1樓"
807,永豐商業銀行,"海山分行",新北市,"新北市土城區金城路三段200之12號1樓"
807,永豐商業銀行,"迴龍分行",新北市,"新北市樹林區三俊街61號1樓"
807,永豐商業銀行,"深坑分行",新北市,"新北市深坑區北深路三段156號1樓"
807,永豐商業銀行,"莊敬高職",新北市,"新北市新店區民生路45號"
807,永豐商業銀行,"莊敬高職永和分部",新北市,"新北市永和區博愛街36號1F"
807,永豐商業銀行,"頂好中信店",新北市,"新北市新莊區中信街72號"
807,永豐商業銀行,"湯城無人銀行",新北市,"新北市三重區重新路五段609巷14號之5"
807,永豐商業銀行,"湯城無人銀行(外)",新北市,"新北市三重區重新路五段609巷14號之5"
807,永豐商業銀行,"華江分行",新北市,"新北市板橋區新海路82號1樓"
807,永豐商業銀行,"萊爾富三重協成店",新北市,"新北市三重區溪尾街314號"
807,永豐商業銀行,"萊爾富三重星光店",新北市,"新北市三重區中正北路25巷5號"
807,永豐商業銀行,"萊爾富三重美集店",新北市,"新北市三重區環河南路221巷31號"
807,永豐商業銀行,"萊爾富三重商工店",新北市,"新北市三重區中正北路282號"
807,永豐商業銀行,"萊爾富三重慈化店",新北市,"新北市三重區仁愛街382號"
807,永豐商業銀行,"萊爾富三重福仁店",新北市,"新北市三重區永福街97號"
807,永豐商業銀行,"萊爾富三重福華店",新北市,"新北市三重區五華街70號"
807,永豐商業銀行,"萊爾富三重興義店",新北市,"新北市三重區仁興街39巷37號"
807,永豐商業銀行,"萊爾富中和連勝店",新北市,"新北市中和區新生街225號"
807,永豐商業銀行,"萊爾富五股郁芳店",新北市,"新北市五股區成泰路三段175號"
807,永豐商業銀行,"萊爾富北縣三勇店",新北市,"新北市三峽區大勇路2之1號"
807,永豐商業銀行,"萊爾富北縣三重店",新北市,"新北市三重區重新路二段29號"
807,永豐商業銀行,"萊爾富北縣中正北店",新北市,"新北市三重區中正北路518號"
807,永豐商業銀行,"萊爾富北縣中陽店",新北市,"新北市三重區中正北路105號"
807,永豐商業銀行,"萊爾富北縣中興二店",新北市,"新北市三重區中興北街195號"
807,永豐商業銀行,"萊爾富北縣中興三店",新北市,"新北市三重區中興北街42號"
807,永豐商業銀行,"萊爾富北縣中興北店",新北市,"新北市三重區中興北街134號"
807,永豐商業銀行,"萊爾富北縣五春店",新北市,"新北市五股區五工五路18號"
807,永豐商業銀行,"萊爾富北縣仁和店",新北市,"新北市三重區三和路四段233號"
807,永豐商業銀行,"萊爾富北縣北山店",新北市,"新北市汐止區南陽街261號"
807,永豐商業銀行,"萊爾富北縣永寧店",新北市,"新北市永和區永貞路158號"
807,永豐商業銀行,"萊爾富北縣永遠店",新北市,"新北市永和區福和路7巷11弄16號"
807,永豐商業銀行,"萊爾富北縣田心店",新北市,"新北市三重區忠孝路三段50巷98號"
807,永豐商業銀行,"萊爾富北縣田倉店",新北市,"新北市三重區光復路二段51號"
807,永豐商業銀行,"萊爾富北縣汐福店",新北市,"新北市汐止區福德一路270號"
807,永豐商業銀行,"萊爾富北縣汐德店",新北市,"新北市汐止區中興路156號"
807,永豐商業銀行,"萊爾富北縣米倉店",新北市,"新北市八里區龍米路一段215號"
807,永豐商業銀行,"萊爾富北縣宏福店",新北市,"新北市汐止區福德一路6號"
807,永豐商業銀行,"萊爾富北縣板成店",新北市,"新北市板橋區莊敬路77號"
807,永豐商業銀行,"萊爾富北縣板明店",新北市,"新北市板橋區陽明街52號"
807,永豐商業銀行,"萊爾富北縣板億店",新北市,"新北市板橋區崑崙里大觀路三段160巷31弄1號"
807,永豐商業銀行,"萊爾富北縣板豐店",新北市,"新北市板橋區永豐街51-1號"
807,永豐商業銀行,"萊爾富北縣板雙店",新北市,"新北市板橋區雙十路三段12號"
807,永豐商業銀行,"萊爾富北縣板鑽店",新北市,"新北市板橋區國慶路180號"
807,永豐商業銀行,"萊爾富北縣城士店",新北市,"新北市土城區裕民路240號"
807,永豐商業銀行,"萊爾富北縣城廣店",新北市,"新北市土城區廣明街50號1樓"
807,永豐商業銀行,"萊爾富北縣建國二店",新北市,"新北市新店區建國路154號"
807,永豐商業銀行,"萊爾富北縣重大店",新北市,"新北市三重區大仁街78號"
807,永豐商業銀行,"萊爾富北縣重玉店",新北市,"新北市三重區中央北路132號"
807,永豐商業銀行,"萊爾富北縣重光店",新北市,"新北市三重區光華路17號"
807,永豐商業銀行,"萊爾富北縣重武店",新北市,"新北市三重區安慶街203之1號"
807,永豐商業銀行,"萊爾富北縣重盈店",新北市,"新北市三重區文化北路10號1樓"
807,永豐商業銀行,"萊爾富北縣重富店",新北市,"新北市三重區光復路一段85號"
807,永豐商業銀行,"萊爾富北縣重新店",新北市,"新北市三重區重新路四段244巷40號"
807,永豐商業銀行,"萊爾富北縣重鑫店",新北市,"新北市三重區大同南路153號"
807,永豐商業銀行,"萊爾富北縣飛和店",新北市,"新北市中和區永和路343號"
807,永豐商業銀行,"萊爾富北縣泰富店",新北市,"新北市泰山區明志路二段324號"
807,永豐商業銀行,"萊爾富北縣祐信店",新北市,"新北市新莊區中信街20號"
807,永豐商業銀行,"萊爾富北縣淡醫店",新北市,"新北市淡水區民權路47號1樓"
807,永豐商業銀行,"萊爾富北縣莊國店",新北市,"新北市新莊區復興路二段31號"
807,永豐商業銀行,"萊爾富北縣溪尾二店",新北市,"新北市三重區溪尾街122號"
807,永豐商業銀行,"萊爾富北縣漢江店",新北市,"新北市板橋區長江路二段2號"
807,永豐商業銀行,"萊爾富北縣福音店",新北市,"新北市三重區重新路四段89號"
807,永豐商業銀行,"萊爾富北縣遠東店",新北市,"新北市中和區建八路116號"
807,永豐商業銀行,"萊爾富北縣遠科店",新北市,"新北市汐止區新台五路一段75號"
807,永豐商業銀行,"萊爾富北縣樹正店",新北市,"新北市樹林區中正路791號"
807,永豐商業銀行,"萊爾富北縣樹宏店",新北市,"新北市樹林區中興街60號"
807,永豐商業銀行,"萊爾富北縣樹佳店",新北市,"新北市樹林區味王街3號(文物流中心內)"
807,永豐商業銀行,"萊爾富北縣樹鑽店",新北市,"新北市樹林區三俊街72-1號"
807,永豐商業銀行,"萊爾富北縣橋和二店",新北市,"新北市中和區橋和路99號"
807,永豐商業銀行,"萊爾富北縣興南店",新北市,"新北市中和區信義街50號"
807,永豐商業銀行,"萊爾富北縣蘆鑫店",新北市,"新北市蘆洲區中山一路293號"
807,永豐商業銀行,"萊爾富北縣鶯國店",新北市,"新北市鶯歌區大湖路532號"
807,永豐商業銀行,"萊爾富北縣鶯歌店",新北市,"新北市鶯歌區重慶街29號"
807,永豐商業銀行,"萊爾富北縣鷺江店",新北市,"新北市蘆洲區民權路113號"
807,永豐商業銀行,"萊爾富北縣鑫鴻店",新北市,"新北市新莊區化成路13號"
807,永豐商業銀行,"萊爾富林口清梅店",新北市,"新北市林口區湖北里湖子路48之1號"
807,永豐商業銀行,"萊爾富板橋華雅店",新北市,"新北市板橋區南雅南路二段5號"
807,永豐商業銀行,"萊爾富板橋福康店",新北市,"新北市板橋區僑中一街124巷11弄1號"
807,永豐商業銀行,"萊爾富淡水帆船店",新北市,"新北市淡水區觀海路89號"
807,永豐商業銀行,"萊爾富新莊中泉店",新北市,"新北市新莊區中全里中誠街161號"
807,永豐商業銀行,"萊爾富新莊凱悅店",新北市,"新北市新莊區中正路891-51號"
807,永豐商業銀行,"萊爾富樹林慶園店",新北市,"新北市樹林區柑園街二段278號"
807,永豐商業銀行,"萊爾富蘆洲得勝店",新北市,"新北市蘆洲區得勝街108號"
807,永豐商業銀行,"新店分行",新北市,"新北市新店區中正路290號1樓"
807,永豐商業銀行,"新店耕莘醫院",新北市,"新北市新店區中正路362號"
807,永豐商業銀行,"新泰分行",新北市,"新北市新莊區新泰路229號1、2樓及地下1樓"
807,永豐商業銀行,"新莊分行",新北市,"新北市新莊區中正路341號1樓"
807,永豐商業銀行,"潤福生活館",新北市,"新北市淡水區學府路139號"
807,永豐商業銀行,"學府分行",新北市,"新北市土城區學府路一段124號"
807,永豐商業銀行,"樹林分行",新北市,"新北市樹林區中山路一段290號"
807,永豐商業銀行,"樹林濟安宮",新北市,"新北市樹林區保安街一段32號"
807,永豐商業銀行,"積穗分行",新北市,"新北市中和區連城路533號"
807,永豐商業銀行,"蘆洲分行",新北市,"新北市蘆洲區三民路30號1樓"
807,永豐商業銀行,"鶯歌分行",新北市,"新北市鶯歌區建國路212號1樓"
807,永豐商業銀行,"宜蘭分行",宜蘭縣,"宜蘭縣宜蘭市中山路三段33號1樓"
807,永豐商業銀行,"萊爾富宜蘭公正店",宜蘭縣,"宜蘭縣羅東鎮樹仁里公正路342號"
807,永豐商業銀行,"萊爾富宜蘭宜中店",宜蘭縣,"宜蘭縣宜蘭市民族路396號"
807,永豐商業銀行,"萊爾富宜蘭校舍店",宜蘭縣,"宜蘭縣宜蘭市校舍路29巷28號"
807,永豐商業銀行,"萊爾富宜蘭新馬店",宜蘭縣,"宜蘭縣蘇澳鎮馬賽路439號"
807,永豐商業銀行,"萊爾富宜蘭礁溪店",宜蘭縣,"宜蘭縣礁溪鄉礁溪路六段17號"
807,永豐商業銀行,"萊爾富宜蘭轉運站店",宜蘭縣,"宜蘭縣宜蘭市林森路20號"
807,永豐商業銀行,"羅東分行",宜蘭縣,"宜蘭縣羅東鎮中正路203號1樓A區"
807,永豐商業銀行,"元太科技CO",新竹市,"新竹市力行一路3號B1"
807,永豐商業銀行,"光華分行",新竹市,"新竹市東區經國路一段528號"
807,永豐商業銀行,"竹科分行",新竹市,"新竹市東區光復路一段472號1樓"
807,永豐商業銀行,"采鈺科技",新竹市,"新竹市科學園區篤行一路12號"
807,永豐商業銀行,"創意科技",新竹市,"新竹市力行六路10號B1"
807,永豐商業銀行,"萊爾富新竹交大店",新竹市,"新竹市東區大學路1001號"
807,永豐商業銀行,"萊爾富新竹竹化店",新竹市,"新竹市東區埔頂路71號"
807,永豐商業銀行,"萊爾富新竹竹沐店",新竹市,"新竹市東區經國路一段379巷1號"
807,永豐商業銀行,"萊爾富新竹竹站店",新竹市,"新竹市東區中正路1號"
807,永豐商業銀行,"萊爾富新竹竹華店",新竹市,"新竹市香山區五福路二段707號(中華大學)"
807,永豐商業銀行,"萊爾富新竹竹賓店",新竹市,"新竹市東區中華路二段206號1樓"
807,永豐商業銀行,"萊爾富新竹竹磐店",新竹市,"新竹市北區西大路734號1F"
807,永豐商業銀行,"萊爾富新竹竹環店",新竹市,"新竹市東區中正路49號"
807,永豐商業銀行,"萊爾富新竹竹鵬店",新竹市,"新竹市北區延平路一段393號"
807,永豐商業銀行,"萊爾富新竹花漾店",新竹市,"新竹市北區崧嶺路14、16、18號"
807,永豐商業銀行,"萊爾富新竹香山店",新竹市,"新竹市香山區延平路二段319、321、323號"
807,永豐商業銀行,"萊爾富新竹凱旋店",新竹市,"新竹市東區振興路79、81號"
807,永豐商業銀行,"新竹分行",新竹市,"新竹市東區光復路二段293號"
807,永豐商業銀行,"聯發科",新竹市,"新竹市科學園區篤行一路1號"
807,永豐商業銀行,"聯發科新大樓",新竹市,"新竹市東區篤行路5號"
807,永豐商業銀行,"鴻運科技大樓",新竹市,"新竹市科學園區力行路2-1號"
807,永豐商業銀行,"台元科技園區",新竹縣,"新竹縣竹北市台元一街5號1樓"
807,永豐商業銀行,"永豐金證券竹北分公司",新竹縣,"新竹縣竹北市縣政九路145號2樓"
807,永豐商業銀行,"竹北光明分行",新竹縣,"新竹縣竹北市光明六路87之6號1、2樓"
807,永豐商業銀行,"竹北自強分行",新竹縣,"新竹縣竹北市自強南路25號1至5樓及B1"
807,永豐商業銀行,"萊爾富竹北北冠店",新竹縣,"新竹縣竹北市縣政九路161號"
807,永豐商業銀行,"萊爾富竹北北鮮店",新竹縣,"新竹縣竹北市大同街33號"
807,永豐商業銀行,"萊爾富竹北新鳳店",新竹縣,"新竹縣竹北市鳳岡路三段256、258號1樓"
807,永豐商業銀行,"萊爾富竹縣大華店",新竹縣,"新竹縣芎林鄉大華路1號(大華技術學院)"
807,永豐商業銀行,"萊爾富竹縣尖石店",新竹縣,"新竹縣尖石鄉嘉樂村3鄰麥樹仁98、99號"
807,永豐商業銀行,"萊爾富竹縣竹陞店",新竹縣,"新竹縣新豐鄉池府路69號"
807,永豐商業銀行,"萊爾富竹縣東竹店",新竹縣,"新竹縣竹東鎮竹中路131號"
807,永豐商業銀行,"萊爾富竹縣富裕店",新竹縣,"新竹縣芎林鄉福昌街393號1樓"
807,永豐商業銀行,"萊爾富竹縣湖丰店",新竹縣,"新竹縣湖口鄉勝利村8鄰光復東路335-1號"
807,永豐商業銀行,"萊爾富竹縣湖笙店",新竹縣,"新竹縣湖口鄉中正路三段10、12號"
807,永豐商業銀行,"萊爾富竹縣湖德店",新竹縣,"新竹縣湖口鄉明德街243號"
807,永豐商業銀行,"萊爾富竹縣豐埔店",新竹縣,"新竹縣新豐鄉埔和村7鄰埔頂186號"
807,永豐商業銀行,"萊爾富芎林富山店",新竹縣,"新竹縣芎林鄉文山路137、139、141號"
807,永豐商業銀行,"萊爾富湖口湖北店",新竹縣,"新竹縣湖口鄉榮光路158號(湖口休息站北上)"
807,永豐商業銀行,"萊爾富湖口湖南店",新竹縣,"新竹縣湖口鄉國強街1巷8號(湖口休息站南下)"
807,永豐商業銀行,"萊爾富湖口鳳凰店",新竹縣,"新竹縣湖口鄉仁和路111、113號"
807,永豐商業銀行,"萊爾富新豐叮噹店",新竹縣,"新竹縣新豐鄉康樂路一段399號"
807,永豐商業銀行,"IKEA桃園店",桃園市,"桃園市桃園區中山路958號B1"
807,永豐商業銀行,"大園分行",桃園市,"桃園市大園區中山北路102號"
807,永豐商業銀行,"大潤發八德店",桃園市,"桃園市八德區介壽路2段148號"
807,永豐商業銀行,"大潤發中壢店",桃園市,"桃園市中壢區中北路二段468號"
807,永豐商業銀行,"大潤發平鎮店",桃園市,"桃園市平鎮區南東路57號1樓"
807,永豐商業銀行,"中壢仁海宮",桃園市,"桃園市中壢區延平路198號"
807,永豐商業銀行,"中壢分行",桃園市,"桃園市中壢區慈惠三街160號"
807,永豐商業銀行,"內壢分行",桃園市,"桃園市中壢區環中東路321號1樓"
807,永豐商業銀行,"北桃園分行",桃園市,"桃園市桃園區春日路656號"
807,永豐商業銀行,"台茂南崁購物中心",桃園市,"桃園市蘆竹區南崁路一段112號1樓"
807,永豐商業銀行,"永漢高球場",桃園市,"桃園市蘆竹區南山北路一段300號"
807,永豐商業銀行,"永豐金證券中壢分公司",桃園市,"桃園市中壢區延平路370號3樓"
807,永豐商業銀行,"永豐金證券桃盛分公司",桃園市,"桃園市桃園區南平路370號3樓"
807,永豐商業銀行,"永豐金證券桃園分公司",桃園市,"桃園市桃園區南華街77號3樓"
807,永豐商業銀行,"永豐餘新屋廠",桃園市,"桃園市新屋區永安村永福路281號"
807,永豐商業銀行,"欣興電子山鶯廠",桃園市,"桃園市龜山區山鶯路179號"
807,永豐商業銀行,"信昌機械廠",桃園市,"桃園市大溪區瑞源里番仔寮49-5號"
807,永豐商業銀行,"南崁分行",桃園市,"桃園市蘆竹區中正路310號1樓"
807,永豐商業銀行,"南桃園分行",桃園市,"桃園市桃園區中山路841號1樓"
807,永豐商業銀行,"家樂福經國店",桃園市,"桃園市桃園區經國路369號"
807,永豐商業銀行,"桃園分行",桃園市,"桃園市桃園區復興路51號"
807,永豐商業銀行,"桃農果菜市場(一)",桃園市,"桃園市蘆竹區文中路一段107號"
807,永豐商業銀行,"敏盛龍潭院區",桃園市,"桃園市龍潭區中豐路168號"
807,永豐商業銀行,"頂好長庚店",桃園市,"桃園市龜山區復興一路222號"
807,永豐商業銀行,"揚昇高球場",桃園市,"桃園市楊梅區楊昇路256號"
807,永豐商業銀行,"萊爾富八德桃壯店",桃園市,"桃園市八德區國際路85號"
807,永豐商業銀行,"萊爾富八德桃尊店",桃園市,"桃園市八德區建國路871號1樓"
807,永豐商業銀行,"萊爾富八德桃德店",桃園市,"桃園市八德區中山路42號"
807,永豐商業銀行,"萊爾富八德德利店",桃園市,"桃園市八德區力行街117之1號1F"
807,永豐商業銀行,"萊爾富八德德萊店",桃園市,"桃園市八德區和平路1446號1樓"
807,永豐商業銀行,"萊爾富八德德榮店",桃園市,"桃園市八德區榮友一村1號"
807,永豐商業銀行,"萊爾富大園五青店",桃園市,"桃園市大園區五青路76號"
807,永豐商業銀行,"萊爾富中壢桃尚店",桃園市,"桃園市中壢區新生路632號"
807,永豐商業銀行,"萊爾富中壢桃杰店",桃園市,"桃園市中壢區吉林路69號"
807,永豐商業銀行,"萊爾富中壢桃萱店",桃園市,"桃園市中壢區永福路1055號1樓"
807,永豐商業銀行,"萊爾富中壢龍德店",桃園市,"桃園市中壢區龍東路2號"
807,永豐商業銀行,"萊爾富中壢壢民店",桃園市,"桃園市中壢區義民路二段157號"
807,永豐商業銀行,"萊爾富中壢壢聖店",桃園市,"桃園市中壢區中正路二段359號"
807,永豐商業銀行,"萊爾富中壢壢榮店",桃園市,"桃園市中壢區永福路603號1樓"
807,永豐商業銀行,"萊爾富平鎮連峰店",桃園市,"桃園市平鎮區民族路雙連二段110、112號"
807,永豐商業銀行,"萊爾富平鎮復梅店",桃園市,"桃園市平鎮區復旦路2段206號"
807,永豐商業銀行,"萊爾富平鎮資通店",桃園市,"桃園市平鎮區中豐路山頂段358號(陸軍電子通訊學校)"
807,永豐商業銀行,"萊爾富桃市三民二店",桃園市,"桃園市桃園區自強路72號"
807,永豐商業銀行,"萊爾富桃市民光店",桃園市,"桃園市桃園區大有路175號"
807,永豐商業銀行,"萊爾富桃市桃中店",桃園市,"桃園市桃園區漢中街111號"
807,永豐商業銀行,"萊爾富桃市桃仁店",桃園市,"桃園市桃園區大仁路54號1樓"
807,永豐商業銀行,"萊爾富桃市桃法店",桃園市,"桃園市桃園區健行路103號1樓"
807,永豐商業銀行,"萊爾富桃市桃都店",桃園市,"桃園市桃園區樹仁二街50號"
807,永豐商業銀行,"萊爾富桃市桃雄店",桃園市,"桃園市桃園區大有路128號"
807,永豐商業銀行,"萊爾富桃市桃鼎店",桃園市,"桃園市桃園區國聖一街166號1樓"
807,永豐商業銀行,"萊爾富桃市桃爵店",桃園市,"桃園市桃園區莊敬路一段304號"
807,永豐商業銀行,"萊爾富桃市慈文店",桃園市,"桃園市桃園區慈文路115號"
807,永豐商業銀行,"萊爾富桃縣大介店",桃園市,"桃園市大溪區介壽路568號"
807,永豐商業銀行,"萊爾富桃縣大成店",桃園市,"桃園市楊梅區大成路215、217號"
807,永豐商業銀行,"萊爾富桃縣大崗店",桃園市,"桃園市龜山區新興街255、257號"
807,永豐商業銀行,"萊爾富桃縣大樹店",桃園市,"桃園市桃園區中正五街225號"
807,永豐商業銀行,"萊爾富桃縣民生店",桃園市,"桃園市大園區中華路131號"
807,永豐商業銀行,"萊爾富桃縣桃旺店",桃園市,"桃園市蘆竹區長興路三段217號"
807,永豐商業銀行,"萊爾富桃縣桃科店",桃園市,"桃園市蘆竹區南崁路一段336號B1"
807,永豐商業銀行,"萊爾富桃縣桃楊店",桃園市,"桃園市楊梅區環南路6號1樓"
807,永豐商業銀行,"萊爾富桃縣桃獅店",桃園市,"桃園市楊梅區獅二路18號"
807,永豐商業銀行,"萊爾富桃縣桃摩店",桃園市,"桃園市龜山區文化三路95號"
807,永豐商業銀行,"萊爾富桃縣桃環店",桃園市,"桃園市蘆竹區南工路150號"
807,永豐商業銀行,"萊爾富桃縣桃豐店",桃園市,"桃園市平鎮區東豐路127號"
807,永豐商業銀行,"萊爾富桃縣富竹店",桃園市,"桃園市蘆竹區富國路二段2號"
807,永豐商業銀行,"萊爾富桃縣楊湖店",桃園市,"桃園市楊梅區楊湖路三段604號"
807,永豐商業銀行,"萊爾富桃縣楊賀店",桃園市,"桃園市楊梅區幼獅路二段1號"
807,永豐商業銀行,"萊爾富桃縣楊福店",桃園市,"桃園市楊梅區福德街66、68號"
807,永豐商業銀行,"萊爾富桃縣觀坪店",桃園市,"桃園市觀音區忠愛路三段2號"
807,永豐商業銀行,"萊爾富桃縣觀坡店",桃園市,"桃園市觀音區環中路500之1號"
807,永豐商業銀行,"萊爾富新屋東明店",桃園市,"桃園市新屋區中興路317號"
807,永豐商業銀行,"萊爾富楊梅青山店",桃園市,"桃園市楊梅區青山六街3號"
807,永豐商業銀行,"萊爾富楊梅高獅店",桃園市,"桃園市楊梅區高獅路899號"
807,永豐商業銀行,"萊爾富龜山南上店",桃園市,"桃園市龜山區南上路284號"
807,永豐商業銀行,"萊爾富龜山崇優店",桃園市,"桃園市龜山區民生北路一段128、130、132號"
807,永豐商業銀行,"楊梅分行",桃園市,"桃園市楊梅區永美路373、375、377號1樓"
807,永豐商業銀行,"群浤科技興邦廠",桃園市,"桃園市桃園區興邦路38號"
807,永豐商業銀行,"環球林口購物中心(一)",桃園市,"桃園市龜山區復興一路8號"
807,永豐商業銀行,"環球林口購物中心(二)",桃園市,"桃園市龜山區復興一路8號"
807,永豐商業銀行,"穩懋半導體-I",桃園市,"桃園市龜山區科技七路69號華亞科技園區"
807,永豐商業銀行,"穩懋半導體-II",桃園市,"桃園市龜山區華亞科技園區華亞二路358號2F"
807,永豐商業銀行,"穩懋半導體-III",桃園市,"桃園市龜山區科技七路35號6樓"
